turns,winner,increment_code,white_rating,black_rating,opening_name
93,white,10+0,1640,1644,Queen's Pawn Game: Zukertort Variation
62,black,15+12,1906,2006,French Defense: Exchange Variation
37,white,10+0,1916,1562,Modern Defense
60,black,8+0,1539,1654,Sicilian Defense: Old Sicilian
30,black,10+0,1593,1474,Queen's Gambit Refused: Marshall Defense
72,black,10+0,1485,1470,Sicilian Defense: Old Sicilian
47,white,10+0,1482,1508,Italian Game
23,white,10+0,1508,1509,Philidor Defense #2
105,white,10+0,1481,1235,Pirc Defense #4
58,black,8+10,1345,1701,Modern Defense
27,white,14+14,1500,1500,Queen's Pawn
31,white,5+10,1544,1427,Queen's Pawn Game
28,black,5+10,1549,1504,Caro-Kann Defense
52,black,5+10,1746,1479,Pirc Defense #4
117,white,5+10,1560,1467,Caro-Kann Defense
17,white,5+10,1252,1387,Queen's Pawn
109,white,5+10,1384,1420,King's Pawn Game: Leonardis Variation
152,black,5+10,1491,1383,Three Knights Opening
52,black,5+10,1477,2047,Queen's Pawn Game
50,black,5+10,1104,1430,Queen's Pawn Game #2
51,white,30+30,1744,1174,English Opening: King's English Variation
86,black,45+45,1185,1542,Caro-Kann Defense
59,white,30+30,1450,1195,Scandinavian Defense: Mieses-Kotroc Variation
159,white,15+0,1301,1204,Scandinavian Defense
62,black,7+8,1211,1354,Queen's Pawn Game: Zukertort Variation
60,black,15+0,1558,1764,King's Pawn Game: Wayward Queen Attack
69,white,10+12,1689,1630,Horwitz Defense
11,white,9+2,1752,1740,Scandinavian Defense: Mieses-Kotroc Variation
41,white,15+3,1500,1594,Scandinavian Defense
60,black,60+0,1423,1584,Queen's Pawn Game: Chigorin Variation
25,white,20+20,1445,1649,Bishop's Opening
30,black,20+20,1445,1649,Four Knights Game: Italian Variation
52,black,20+20,1649,1445,Caro-Kann Defense
27,white,20+20,1649,1445,Scotch Game
105,black,20+20,1445,1649,Giuoco Piano
95,white,20+20,1649,1447,Modern Defense
31,white,19+20,1549,1427,Queen's Pawn Game: Chigorin Variation
80,draw,20+20,1432,1568,Three Knights Opening
48,black,20+20,1449,1551,Four Knights Game: Italian Variation
67,white,15+3,1586,1500,King's Pawn Game: Wayward Queen Attack
30,white,17+1,1586,1452,French Defense #2
182,black,25+1,1500,1500,Van't Kruijs Opening
49,white,10+0,1528,1517,Scotch Game
58,black,15+0,1473,1518,King's Pawn Game: Leonardis Variation
10,white,20+20,1518,1545,French Defense: Knight Variation
126,draw,10+5,1518,1438,Scotch Game
24,black,10+0,1471,1509,Giuoco Piano
86,black,10+0,1532,1597,Scotch Game
89,white,10+0,1359,1532,King's Pawn Game: Wayward Queen Attack
50,black,10+5,1557,1409,Scotch Game
80,black,45+0,1500,1519,Owen Defense
23,white,15+5,1698,1612,Owen Defense
114,black,5+5,1236,1304,Three Knights Opening
67,white,10+0,1333,1302,Giuoco Piano
34,black,10+0,1336,1324,Scotch Game
67,white,15+0,1326,1141,Scotch Game
64,black,10+5,1052,1318,English Opening: King's English Variation
58,black,15+0,1500,1297,King's Pawn Game: Leonardis Variation
27,white,10+10,1581,1298,King's Pawn Game: Leonardis Variation
34,black,15+15,1434,1265,Four Knights Game: Italian Variation
13,white,15+0,1252,1360,Italian Game
62,white,15+0,1333,1272,Three Knights Opening
62,black,15+5,1077,1146,Three Knights Opening
32,black,15+5,982,1115,Horwitz Defense
54,black,15+0,1005,1072,King's Pawn Game: Wayward Queen Attack
56,black,15+0,1026,916,King's Pawn Game: Wayward Queen Attack
52,black,15+0,992,1017,Horwitz Defense
109,white,10+0,1483,1222,Queen's Pawn Game #2
34,black,10+0,1385,1531,Sicilian Defense
28,black,5+5,1520,1717,Three Knights Opening
33,white,5+5,1538,1531,Italian Game
88,black,5+5,1454,1532,King's Pawn Game: Leonardis Variation
144,black,5+5,1512,1447,French Defense: Normal Variation
69,white,10+0,1506,1605,Philidor Defense #2
57,white,20+1,1757,1040,Scandinavian Defense: Mieses-Kotroc Variation
103,white,25+3,1757,1809,Sicilian Defense: Old Sicilian
89,white,25+3,1741,1849,Sicilian Defense
70,black,25+3,1731,1832,Owen Defense
49,white,25+3,1731,1829,Queen's Pawn Game #2
82,white,25+3,1731,1811,Philidor Defense
82,black,25+3,1731,1866,Caro-Kann Defense
41,white,25+3,1944,1731,Queen's Pawn Game: Mason Attack
31,white,35+3,1806,1731,French Defense #2
81,draw,35+3,1868,1701,French Defense: Knight Variation
23,white,35+3,1822,1701,French Defense: Knight Variation
78,black,30+3,1701,1807,Horwitz Defense
128,white,10+0,1428,1437,Sicilian Defense: Old Sicilian
58,black,10+0,1497,1437,Sicilian Defense: Old Sicilian
113,white,15+15,1507,1445,Sicilian Defense: Old Sicilian
90,black,15+15,1390,1435,Horwitz Defense
58,black,15+15,1451,1294,French Defense: Knight Variation
45,white,15+15,1451,1450,Sicilian Defense
35,white,15+15,1362,1463,Sicilian Defense: Old Sicilian
83,white,10+0,1394,1521,Sicilian Defense: Old Sicilian
129,white,15+15,1531,1543,Queen's Gambit Refused: Marshall Defense
20,black,15+15,1253,1539,Sicilian Defense
46,black,15+15,1553,1677,Queen's Pawn Game: Zukertort Variation
154,black,15+8,2057,1949,French Defense: Exchange Variation
25,white,8+5,1342,1075,Bishop's Opening
40,black,10+0,1068,1822,Indian Game
23,white,30+0,1553,1008,Philidor Defense #2
132,black,5+8,1015,1301,Queen's Pawn Game: Chigorin Variation
83,white,10+0,1321,1826,Queen's Pawn Game: Chigorin Variation
45,draw,20+20,1364,1422,Philidor Defense #2
74,black,5+10,1241,1430,Scandinavian Defense
69,white,5+8,1500,1022,Scandinavian Defense
75,white,13+0,1314,1196,Horwitz Defense
94,black,10+0,996,1191,French Defense: Normal Variation
45,white,10+0,1185,1002,King's Pawn Game: Leonardis Variation
95,white,9+0,1107,1201,French Defense: Knight Variation
79,white,12+0,1287,1203,French Defense: Normal Variation
82,black,10+0,1212,1359,Van't Kruijs Opening
24,black,10+0,1194,1201,French Defense #2
69,white,10+0,1356,1208,French Defense: Knight Variation
62,black,9+0,1214,1359,Queen's Pawn Game: Mason Attack
15,white,9+0,1206,1368,Queen's Pawn Game: Mason Attack
65,white,9+0,1306,1214,French Defense: Normal Variation
30,black,9+0,1218,1393,Van't Kruijs Opening
56,white,9+0,1386,1224,Horwitz Defense
49,white,9+0,1315,1239,French Defense #2
35,white,9+0,1264,1249,French Defense: Knight Variation
60,black,9+0,1257,1343,Queen's Pawn Game #2
96,black,9+0,1264,1242,Van't Kruijs Opening
33,white,9+0,1352,1272,Horwitz Defense
22,black,9+0,1281,1342,Queen's Pawn Game
18,black,9+0,1380,1251,French Defense: Knight Variation
123,white,9+0,1240,1047,Queen's Pawn Game: Chigorin Variation
81,white,9+0,1233,1251,Pirc Defense #4
69,white,9+0,1281,1224,French Defense: Normal Variation
63,white,9+0,1209,1337,Van't Kruijs Opening
57,white,9+0,1297,1217,French Defense: Normal Variation
51,white,10+0,1997,1778,Queen's Pawn Game: Zukertort Variation
33,white,10+0,1916,2001,Bishop's Opening
100,white,10+30,2010,2036,Queen's Pawn Game: Zukertort Variation
29,white,8+0,2035,1492,Queen's Pawn Game: Zukertort Variation
80,black,8+0,2046,2057,Modern Defense
88,black,5+8,2055,2155,Queen's Pawn Game: Chigorin Variation
136,black,10+0,2046,2011,Horwitz Defense
221,draw,15+10,2111,2044,Giuoco Piano
33,white,15+10,2063,2065,Scandinavian Defense: Mieses-Kotroc Variation
44,white,8+0,2328,2031,Giuoco Piano
156,black,15+10,2005,2024,Scotch Game
168,black,10+0,2143,2032,Scandinavian Defense: Mieses-Kotroc Variation
125,white,40+15,2151,2046,Queen's Gambit Accepted: Old Variation
79,white,10+0,2294,2046,Scandinavian Defense: Mieses-Kotroc Variation
36,black,10+0,2046,2294,Queen's Pawn Game: Zukertort Variation
55,white,10+1,2120,2055,Scandinavian Defense: Mieses-Kotroc Variation
130,black,15+0,2081,2082,Queen's Pawn
32,black,10+0,1407,1430,King's Pawn Game: Leonardis Variation
117,white,10+0,1418,1419,Italian Game
5,white,15+0,1500,1418,Van't Kruijs Opening
38,black,5+5,1418,1465,Italian Game: Anti-Fried Liver Defense
83,white,1+10,1471,1412,Queen's Pawn Game: Mason Attack
42,black,8+8,1104,1449,Four Knights Game: Italian Variation
61,white,30+0,1441,1316,French Defense: Knight Variation
45,white,15+0,1424,1373,Philidor Defense #3
47,white,30+0,1424,1508,French Defense: Knight Variation
28,white,20+15,1408,1255,French Defense: Knight Variation
47,white,8+0,1392,1500,Scandinavian Defense: Mieses-Kotroc Variation
17,white,10+0,2043,1396,Queen's Gambit Refused: Marshall Defense
35,white,20+2,1385,1362,Philidor Defense #3
35,white,20+0,1500,1385,Queen's Pawn Game: Mason Attack
33,white,60+0,1526,1385,Queen's Pawn Game: Chigorin Variation
29,white,20+0,1500,1385,King's Pawn Game: Wayward Queen Attack
23,white,10+0,1377,1804,Italian Game: Anti-Fried Liver Defense
49,white,8+2,1377,1073,Scandinavian Defense: Mieses-Kotroc Variation
61,white,10+0,1343,1377,Scotch Game
50,black,20+20,1635,1377,Queen's Pawn Game #2
88,black,5+15,1764,1590,Sicilian Defense
30,black,8+5,1804,1938,Sicilian Defense
79,white,10+0,1848,1814,Queen's Pawn
53,white,10+0,1806,1673,French Defense: Normal Variation
47,white,5+8,1824,1817,Modern Defense
142,black,5+8,1829,1812,Philidor Defense #2
33,white,5+8,1831,1810,King's Pawn Game: Leonardis Variation
42,white,20+0,1927,1840,Hungarian Opening
66,black,5+8,1870,1826,Horwitz Defense
147,white,11+0,1810,1933,Philidor Defense #2
38,black,10+0,2278,1800,Horwitz Defense
150,black,15+0,1823,2012,Philidor Defense #2
72,black,15+0,1846,1839,Scandinavian Defense
62,black,13+0,1500,1621,Ruy Lopez: Steinitz Defense
62,black,10+0,1655,1673,French Defense: Knight Variation
49,white,15+0,1654,1693,Sicilian Defense: Old Sicilian
47,white,10+2,1705,1674,Queen's Gambit Refused: Marshall Defense
58,black,10+3,1717,1460,Owen Defense
55,white,8+0,1712,1499,Scandinavian Defense: Mieses-Kotroc Variation
50,black,10+0,1801,1717,Italian Game: Anti-Fried Liver Defense
57,white,14+0,1714,1718,Italian Game: Anti-Fried Liver Defense
69,white,15+0,1803,1723,Queen's Pawn Game
173,white,15+0,1719,1758,Ruy Lopez: Steinitz Defense
40,black,10+5,1232,1761,Queen's Pawn Game: Chigorin Variation
34,white,15+0,1735,1763,Pirc Defense #4
108,black,14+0,1757,1709,Queen's Pawn Game: Mason Attack
100,black,14+0,1720,1748,Scandinavian Defense: Mieses-Kotroc Variation
45,white,10+0,2247,1718,Italian Game: Anti-Fried Liver Defense
92,black,15+0,2295,2055,Owen Defense
27,draw,15+0,1436,1525,Bishop's Opening
28,black,5+8,1536,1353,Italian Game: Anti-Fried Liver Defense
74,black,10+0,1303,1613,Four Knights Game: Italian Variation
86,draw,25+0,1874,1754,Owen Defense
144,black,10+0,1604,1869,Sicilian Defense: Bowdler Attack
40,black,25+0,1869,1628,Scandinavian Defense: Mieses-Kotroc Variation
104,draw,10+0,1359,1258,Philidor Defense
112,black,20+40,1334,1253,Scotch Game
6,black,20+40,1141,1328,Scotch Game
32,white,20+40,1321,1167,French Defense: Knight Variation
37,white,20+40,1307,1381,Scotch Game
46,black,20+40,1315,1390,Scotch Game
100,draw,20+0,1289,1372,Philidor Defense
45,black,10+0,1290,1760,Sicilian Defense: Smith-Morra Gambit #2
46,black,30+10,1299,1356,Scandinavian Defense
57,white,30+10,1303,1294,French Defense: Knight Variation
50,black,30+10,1314,1295,Scotch Game
46,black,30+10,1313,1383,Scotch Game
56,white,30+10,1269,1338,Scotch Game
54,white,30+10,1266,1307,Pirc Defense #4
9,black,10+10,1278,1135,Scandinavian Defense
39,white,30+10,1266,1295,Scotch Game
25,white,30+10,1249,1147,Four Knights Game: Italian Variation
80,black,15+20,1500,2154,Caro-Kann Defense
102,black,5+5,2075,2303,Queen's Gambit Declined
87,white,14+10,2303,1286,Owen Defense
90,black,13+14,1371,2282,Hungarian Opening
70,black,12+1,1433,2267,Scandinavian Defense
122,black,5+5,1540,2266,Queen's Pawn Game
80,black,10+0,1301,2266,Scandinavian Defense
58,black,5+5,2201,2266,Ruy Lopez: Steinitz Defense
38,black,10+2,1351,1360,Three Knights Opening
55,white,8+0,1508,1511,French Defense: Normal Variation
69,white,12+0,1568,1517,Sicilian Defense: Smith-Morra Gambit #2
41,white,15+5,1594,1526,Queen's Gambit Refused: Marshall Defense
102,black,7+5,1548,1465,French Defense: Knight Variation
50,black,8+3,1546,1595,Scotch Game
75,white,9+9,1532,1640,Scotch Game
32,black,8+4,1458,1524,Sicilian Defense: Bowdler Attack
82,black,8+0,1535,1484,Scotch Game
79,black,6+3,1520,1524,Sicilian Defense: Bowdler Attack
60,black,10+0,1568,1534,Scotch Game
88,black,10+0,1544,1558,Caro-Kann Defense
83,white,10+0,1547,1555,Scotch Game
58,black,15+10,1758,1530,Sicilian Defense
26,black,5+8,1540,1556,Scotch Game
70,black,10+10,1555,1570,Sicilian Defense
36,black,5+8,1563,1654,Scotch Game
86,black,5+5,1524,1567,Sicilian Defense: Bowdler Attack
71,white,5+5,1541,1548,Sicilian Defense: Bowdler Attack
68,black,15+0,1562,1480,Scotch Game
80,black,10+5,1316,1572,Sicilian Defense
53,white,5+5,1516,1598,Sicilian Defense: Smith-Morra Gambit #2
92,black,5+8,1460,1591,Indian Game
73,white,15+0,1847,1707,Philidor Defense
77,white,10+0,1956,1715,Queen's Pawn Game: Mason Attack
53,white,10+0,1707,1596,Queen's Pawn
142,black,10+0,1726,1582,Horwitz Defense
58,black,10+0,1431,1735,Sicilian Defense
61,white,10+0,1741,1874,Queen's Pawn
81,white,10+0,1978,1746,Queen's Gambit Accepted: Old Variation
55,white,10+0,1712,1463,Queen's Gambit Refused: Marshall Defense
70,black,180+25,1500,1076,Van't Kruijs Opening
11,white,180+25,1500,1076,Van't Kruijs Opening
67,white,8+0,1774,1500,Sicilian Defense
43,draw,10+0,1774,1683,Three Knights Opening
72,black,10+0,1500,1774,Queen's Pawn
57,white,20+0,1753,1441,French Defense: Normal Variation
59,white,20+0,1745,1598,Three Knights Opening
17,white,20+0,1742,1321,Italian Game: Anti-Fried Liver Defense
90,black,20+0,1577,1730,Queen's Pawn Game: Zukertort Variation
20,black,10+0,1485,1720,King's Pawn Game: Leonardis Variation
17,white,10+0,1278,1801,Italian Game: Anti-Fried Liver Defense
31,white,10+0,1139,1801,Four Knights Game: Italian Variation
73,white,10+0,1801,1500,Philidor Defense #3
99,white,10+0,1421,1801,Scotch Game
3,draw,5+8,1292,1339,Queen's Pawn Game #2
109,white,5+8,1329,1303,Scandinavian Defense: Mieses-Kotroc Variation
44,white,10+0,1449,1337,Queen's Pawn Game: Zukertort Variation
15,white,8+0,1500,1346,Italian Game: Anti-Fried Liver Defense
26,black,10+0,1251,1354,Queen's Pawn Game
106,black,5+8,1407,1333,Horwitz Defense
75,white,6+4,1463,1341,Ruy Lopez: Steinitz Defense
53,white,8+2,1544,1332,Modern Defense
44,black,10+0,1341,1409,Sicilian Defense: Bowdler Attack
90,black,8+0,1313,1330,Queen's Pawn
130,black,10+10,1364,1373,Sicilian Defense: Bowdler Attack
26,black,10+15,1340,1353,King's Pawn Game: Leonardis Variation
97,white,5+10,1476,1362,King's Pawn Game: Wayward Queen Attack
125,black,15+0,1385,1277,French Defense: Knight Variation
122,black,10+5,1392,1542,Italian Game: Anti-Fried Liver Defense
86,black,15+3,1299,1371,King's Pawn Game: Wayward Queen Attack
24,black,15+3,1386,1285,Italian Game
189,white,8+8,1545,1393,Queen's Pawn Game
46,black,5+5,1404,1554,Italian Game: Anti-Fried Liver Defense
63,white,15+0,1393,1427,French Defense: Exchange Variation
74,black,5+8,1571,1389,Ruy Lopez: Steinitz Defense
48,black,9+0,1144,1384,Italian Game: Anti-Fried Liver Defense
17,white,7+7,1709,1404,Philidor Defense #3
56,black,10+0,1563,2258,Four Knights Game: Italian Variation
27,white,3+8,2228,1526,Sicilian Defense: Smith-Morra Gambit #2
86,black,10+0,1857,2247,Sicilian Defense: Smith-Morra Gambit #2
16,black,10+0,1575,2240,French Defense: Exchange Variation
28,black,10+0,1940,2220,Queen's Pawn Game: Mason Attack
57,white,10+0,2208,1748,Queen's Pawn Game: Chigorin Variation
101,white,10+0,1684,2239,French Defense #2
54,black,10+0,1228,1305,Sicilian Defense
40,black,10+0,1204,1447,Sicilian Defense
29,white,10+0,1682,1206,Scandinavian Defense: Mieses-Kotroc Variation
73,black,10+0,1211,1541,Sicilian Defense
85,black,10+0,1215,1546,Sicilian Defense
38,black,10+0,1223,1681,Sicilian Defense
37,white,15+0,1211,1264,Sicilian Defense: Smith-Morra Gambit #2
81,white,5+8,1256,1164,Scandinavian Defense: Mieses-Kotroc Variation
34,black,7+7,1266,1254,Scandinavian Defense
69,white,10+0,1069,1295,Modern Defense
51,white,5+8,1289,1199,Philidor Defense #2
115,draw,8+0,1752,1744,Van't Kruijs Opening
48,white,8+0,1740,1812,Van't Kruijs Opening
82,black,20+0,2139,1557,Four Knights Game: Italian Variation
95,draw,30+0,1509,1573,Ruy Lopez: Steinitz Defense
66,black,10+0,1498,1503,Queen's Pawn Game: Mason Attack
99,white,10+0,1499,1468,Bishop's Opening
32,black,10+0,1498,1533,Sicilian Defense: Bowdler Attack
11,white,10+0,1498,1509,Scandinavian Defense
61,white,10+0,1459,1547,Scandinavian Defense
71,white,10+0,1633,1524,Scandinavian Defense
28,black,10+0,1529,1729,Bishop's Opening
107,white,10+0,1520,1468,Queen's Pawn Game: Mason Attack
40,black,10+0,1519,1671,Sicilian Defense: Bowdler Attack
58,black,10+0,1526,1640,Caro-Kann Defense
76,black,12+10,1222,1234,Italian Game
38,black,10+10,1028,1212,French Defense: Knight Variation
32,black,10+1,1033,1415,Scandinavian Defense
108,black,10+0,1037,1541,Scandinavian Defense: Mieses-Kotroc Variation
119,white,7+2,1245,1079,Hungarian Opening
82,draw,10+0,1075,1120,French Defense #2
23,black,10+8,1101,1114,Philidor Defense #3
11,white,8+0,1071,1191,Philidor Defense #3
31,white,7+7,1456,1467,Scandinavian Defense
99,white,10+0,1425,1481,Pirc Defense #4
77,black,5+10,1496,1543,Hungarian Opening
57,white,7+5,1521,1507,Pirc Defense #4
128,black,7+7,1711,1456,Owen Defense
68,black,2+20,1457,1466,Queen's Pawn Game: Zukertort Variation
105,white,12+11,1450,1551,Horwitz Defense
113,white,7+7,1623,1442,French Defense: Normal Variation
95,white,7+7,1372,1456,Modern Defense
63,white,7+7,1987,1456,Owen Defense
93,white,5+8,1470,1538,Queen's Pawn Game: Chigorin Variation
70,black,5+8,1481,1464,Modern Defense
121,white,7+7,1415,1493,Queen's Pawn
93,white,10+12,1655,1499,Scotch Game
89,white,10+0,1487,1547,Queen's Pawn Game
45,white,7+7,1493,1498,Sicilian Defense: Bowdler Attack
62,black,10+15,1495,1608,Hungarian Opening
70,black,7+7,1503,1591,King's Pawn Game: Leonardis Variation
143,white,7+7,1494,1453,Queen's Gambit Refused: Marshall Defense
72,black,8+0,1895,1919,Sicilian Defense: Old Sicilian
35,white,10+0,1935,1631,Scotch Game
30,black,10+0,1838,1962,Sicilian Defense: Old Sicilian
76,black,10+0,1885,1952,Indian Game
53,white,10+0,1982,1644,Philidor Defense
21,white,10+0,1906,2004,Sicilian Defense: Old Sicilian
67,white,10+0,2009,2004,Sicilian Defense: Old Sicilian
87,white,5+8,1524,1500,French Defense: Knight Variation
66,black,8+0,1595,1483,Queen's Pawn Game #2
114,black,8+0,1603,1727,Indian Game
115,white,5+8,1759,1608,Horwitz Defense
20,black,2+10,1617,2028,Queen's Pawn Game #2
55,white,5+8,2108,1623,Philidor Defense #3
103,white,8+0,1635,1436,Queen's Pawn
101,white,13+13,1263,1251,King's Pawn Game: Leonardis Variation
106,black,10+8,1500,1500,Bishop's Opening
59,white,10+8,1500,1500,French Defense: Normal Variation
